Number	Offset	Address		Size	Type	String
21089	00487f48	00887f48	Section(2)['.data']	64	A	.?AVCreator@?$FactoryProduct@VThumbnailGenerator@@VInstance@RBX@@$1?sThumbnailGenerator@@3QBDB@RBX@@
21090	00487fb8	00887fb8	Section(2)['.data']	69	A	.?AV?$sp_counted_impl_pd@PAVThumbnailGenerator@@VDeleter@?$Creatable@VInstance@RBX@@@RBX@@@detail@boost@@
21091	0048804c	0088804c	Section(2)['.data']	21	A	.?AVCRobloxControlColorSelector@@
21092	00488078	00888078	Section(2)['.data']	11	A	.?AVCXTPControl@@
21093	00488098	00888098	Section(2)['.data']	15	A	.?AVReportAbuseVerb@@
21094	004880b8	008880b8	Section(2)['.data']	11	A	.?AVExitCommand@@
21095	004880d4	008880d4	Section(2)['.data']	13	A	.?AVInsertTexture@@
21096	004880f0	008880f0	Section(2)['.data']	1b	A	.?AVCPublishAsPlaceDialog@@
21097	00488114	00888114	Section(2)['.data']	19	A	.?AVCSaveToRobloxDialog@@
21098	00488138	00888138	Section(2)['.data']	18	A	.?AVCUploadPlaceDialog@@
21099	0048815c	0088815c	Section(2)['.data']	1e	A	.?AVCSaveModelToRobloxDialog@@
21100	00488184	00888184	Section(2)['.data']	2c	A	.?AV?$VerbBinder@VCRobloxDoc@@VCDocument@@@@
21101	004881c0	008881c0	Section(2)['.data']	4c	A	.?AVCreator@?$FactoryProduct@VVisit@RBX@@VInstance@2@$1?sVisit@2@3PADA@RBX@@
21102	00488218	00888218	Section(2)['.data']	5d	A	.?AV?$sp_counted_impl_pd@PAVVisit@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21103	00488288	00888288	Section(2)['.data']	44	A	.?AV?$NonFactoryProduct@VInstance@RBX@@$1?sStats@Stats@2@3PADA@RBX@@
21104	004882d8	008882d8	Section(2)['.data']	6a	A	.?AV?$sp_counted_impl_pd@PAVStatsService@Stats@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@3@@detail@boost@@
21105	0048834c	0088834c	Section(2)['.data']	32	A	.?AVCNameItem@CStatsItemRecord@CRobloxReportView@@
21106	00488388	00888388	Section(2)['.data']	0e	A	.?AVMutexRef@@
21107	004883a0	008883a0	Section(2)['.data']	33	A	.?AVCValueItem@CStatsItemRecord@CRobloxReportView@@
21108	004883dc	008883dc	Section(2)['.data']	17	A	.?AVCRobloxReportView@@
21109	004883fc	008883fc	Section(2)['.data']	28	A	.?AVCStatsItemRecord@CRobloxReportView@@
21110	00488430	00888430	Section(2)['.data']	8a	A	.?AV?$Described@VStatsService@Stats@RBX@@$1?sStats@23@3PADAV?$NonFactoryProduct@VInstance@RBX@@$1?sStats@Stats@2@3PADA@3@@Reflection@RBX@@
21111	004884c8	008884c8	Section(2)['.data']	59	A	.?AV?$DescribedNonCreatable@VStatsService@Stats@RBX@@VInstance@3@$1?sStats@23@3PADA@RBX@@
21112	0048852c	0088852c	Section(2)['.data']	1c	A	.?AVStatsService@Stats@RBX@@
21113	00488554	00888554	Section(2)['.data']	14	A	.?AVItem@Stats@RBX@@
21114	00488574	00888574	Section(2)['.data']	1a	A	.?AVCRobloxReportDocView@@
21115	00488598	00888598	Section(2)['.data']	1b	A	.?AVCRobloxReportPaneView@@
21116	004885bc	008885bc	Section(2)['.data']	1f	A	.?AVInsertModelFromRobloxVerb@@
21117	004885e4	008885e4	Section(2)['.data']	17	A	.?AVToggleIDEModeVerb@@
21118	00488604	00888604	Section(2)['.data']	16	A	.?AVLockPlayModeVerb@@
21119	00488624	00888624	Section(2)['.data']	1a	A	.?AVToggleFullscreenVerb@@
21120	00488648	00888648	Section(2)['.data']	11	A	.?AVHelpCommand@@
21121	00488668	00888668	Section(2)['.data']	3b	A	.?AV?$Listener@VServiceProvider@RBX@@UServiceAdded@2@@RBX@@
21122	004886b0	008886b0	Section(2)['.data']	3e	A	.?AV?$Listener@VServiceProvider@RBX@@UServiceRemoving@2@@RBX@@
21123	004886f8	008886f8	Section(2)['.data']	3f	A	.?AV?$Listener@VPlayers@Network@RBX@@VSuperSafeChanged@3@@RBX@@
21124	00488740	00888740	Section(2)['.data']	4c	A	.?AV?$MarshaledListener@VServiceProvider@RBX@@UServiceAdded@2@V12@U32@@RBX@@
21125	00488798	00888798	Section(2)['.data']	4f	A	.?AV?$MarshaledListener@VServiceProvider@RBX@@UServiceRemoving@2@V12@U32@@RBX@@
21126	004887f0	008887f0	Section(2)['.data']	51	A	.?AV?$MarshaledListener@VPlayers@Network@RBX@@VSuperSafeChanged@3@V123@V43@@RBX@@
21127	00488850	00888850	Section(2)['.data']	56	A	.?AVEventData@?$MarshaledListener@VServiceProvider@RBX@@UServiceAdded@2@V12@U32@@RBX@@
21128	004888b0	008888b0	Section(2)['.data']	59	A	.?AVEventData@?$MarshaledListener@VServiceProvider@RBX@@UServiceRemoving@2@V12@U32@@RBX@@
21129	00488918	00888918	Section(2)['.data']	5b	A	.?AVEventData@?$MarshaledListener@VPlayers@Network@RBX@@VSuperSafeChanged@3@V123@V43@@RBX@@
21130	0048897c	0088897c	Section(2)['.data']	29	A	.?AV?$VerbBinder@VCRobloxView@@VCView@@@@
21131	004889b0	008889b0	Section(2)['.data']	11	A	.?AVCRobloxView@@
21132	004889cc	008889cc	Section(2)['.data']	17	A	.?AVVerbContainer@RBX@@
21133	004889ec	008889ec	Section(2)['.data']	10	A	.?AVGImage@G3D@@
21134	00488a08	00888a08	Section(2)['.data']	12	A	.?AVIRunView@RBX@@
21135	00488a24	00888a24	Section(2)['.data']	22	A	.?AV?$Listener@VView@1RBX@@M@RBX@@
21136	00488a50	00888a50	Section(2)['.data']	48	A	.?AV?$NonFactoryProduct@VInstance@RBX@@$1?sStatsItem@Stats@2@3PADA@RBX@@
21137	00488aa8	00888aa8	Section(2)['.data']	71	A	.?AV?$sp_counted_impl_pd@PAVRenderStatsItem@CRobloxWnd@@VDeleter@?$Creatable@VInstance@RBX@@@RBX@@@detail@boost@@
21138	00488b28	00888b28	Section(2)['.data']	69	A	.?AV?$sp_counted_impl_pd@PAVControllerService@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21139	00488ba0	00888ba0	Section(2)['.data']	7f	A	.?AV?$sp_counted_impl_pd@PAV?$TypedStatsItem@VStopwatch@G3D@@@Stats@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@3@@detail@boost@@
21140	00488c28	00888c28	Section(2)['.data']	70	A	.?AV?$sp_counted_impl_pd@PAV?$TypedStatsItem@H@Stats@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@3@@detail@boost@@
21141	00488ca4	00888ca4	Section(2)['.data']	10	A	.?AVCRobloxWnd@@
21142	00488cc0	00888cc0	Section(2)['.data']	78	A	.?AV?$bind_t@ABVStopwatch@G3D@@P6AABV12@PBV12@@ZV?$list1@V?$value@PBVStopwatch@G3D@@@_bi@boost@@@_bi@boost@@@_bi@boost@@
21143	00488d48	00888d48	Section(2)['.data']	54	A	.?AV?$bind_t@ABHP6AABHPBH@ZV?$list1@V?$value@PBH@_bi@boost@@@_bi@boost@@@_bi@boost@@
21144	00488da8	00888da8	Section(2)['.data']	64	A	.?AVCreator@?$FactoryProduct@VControllerService@RBX@@VInstance@2@$1?sControllerService@2@3PADA@RBX@@
21145	00488e18	00888e18	Section(2)['.data']	4e	A	.?AVCreator@?$FactoryProduct@VCamera@RBX@@VInstance@2@$1?sCamera@2@3PADA@RBX@@
21146	00488e70	00888e70	Section(2)['.data']	5e	A	.?AV?$sp_counted_impl_pd@PAVCamera@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21147	00488ed8	00888ed8	Section(2)['.data']	8a	A	.?AV?$Described@VItem@Stats@RBX@@$1?sStatsItem@23@3PADAV?$NonFactoryProduct@VInstance@RBX@@$1?sStatsItem@Stats@2@3PADA@3@@Reflection@RBX@@
21148	00488f70	00888f70	Section(2)['.data']	55	A	.?AV?$DescribedNonCreatable@VItem@Stats@RBX@@VInstance@3@$1?sStatsItem@23@3PADA@RBX@@
21149	00488fd0	00888fd0	Section(2)['.data']	31	A	.?AV?$TypedStatsItem@VStopwatch@G3D@@@Stats@RBX@@
21150	0048900c	0088900c	Section(2)['.data']	22	A	.?AV?$TypedStatsItem@H@Stats@RBX@@
21151	00489038	00889038	Section(2)['.data']	20	A	.?AVRenderStatsItem@CRobloxWnd@@
21152	00489084	00889084	Section(2)['.data']	1e	A	.?AVCScintillaCtrl@Scintilla@@
21153	004890ac	008890ac	Section(2)['.data']	11	A	.?AV?$CArray@HH@@
21154	004890c8	008890c8	Section(2)['.data']	1e	A	.?AVCScintillaView@Scintilla@@
21155	004890f0	008890f0	Section(2)['.data']	28	A	.?AVCScintillaFindReplaceDlg@Scintilla@@
21156	00489124	00889124	Section(2)['.data']	18	A	.?AVCFindReplaceDialog@@
21157	00489148	00889148	Section(2)['.data']	13	A	.?AVCCommonDialog@@
21158	00489184	00889184	Section(2)['.data']	0b	A	.?AVCFont@@
21159	00489198	00889198	Section(2)['.data']	37	A	.?AV?$Listener@VInstance@RBX@@UAncestorChanged@2@@RBX@@
21160	004891d8	008891d8	Section(2)['.data']	10	A	.?AVCScriptDoc@@
21161	004891f8	008891f8	Section(2)['.data']	48	A	.?AV?$MarshaledListener@VInstance@RBX@@VPropertyChanged@2@V12@V32@@RBX@@
21162	00489250	00889250	Section(2)['.data']	45	A	.?AV?$MarshaledListener@VRunService@RBX@@W4RunState@2@V12@W432@@RBX@@
21163	004892a0	008892a0	Section(2)['.data']	52	A	.?AVEventData@?$MarshaledListener@VInstance@RBX@@VPropertyChanged@2@V12@V32@@RBX@@
21164	00489300	00889300	Section(2)['.data']	4f	A	.?AVEventData@?$MarshaledListener@VRunService@RBX@@W4RunState@2@V12@W432@@RBX@@
21165	00489358	00889358	Section(2)['.data']	13	A	.?AVCScriptEditor@@
21166	00489378	00889378	Section(2)['.data']	4a	A	.?AV?$MarshaledListener@VSelection@RBX@@VSelectionChanged@2@V12@V32@@RBX@@
21167	004893d0	008893d0	Section(2)['.data']	54	A	.?AVEventData@?$MarshaledListener@VSelection@RBX@@VSelectionChanged@2@V12@V32@@RBX@@
21168	00489430	00889430	Section(2)['.data']	49	A	.?AV?$FilteredListener@VSelection@RBX@@VSelectionChanged@2@V12@V32@@RBX@@
21169	00489484	00889484	Section(2)['.data']	17	A	.?AVCSelectionCaption@@
21170	004894a4	008894a4	Section(2)['.data']	10	A	.?AVCXTCaption@@
21171	004894c0	008894c0	Section(2)['.data']	0d	A	.?AVCStatic@@
21172	004894d8	008894d8	Section(2)['.data']	1e	A	.?AVCXTThemeManagerStyleHost@@
21173	00489500	00889500	Section(2)['.data']	17	A	.?AVCSettingsExplorer@@
21174	00489520	00889520	Section(2)['.data']	15	A	.?AVCSettingsDialog@@
21175	00489540	00889540	Section(2)['.data']	17	A	.?AVCSettingsPropGrid@@
21176	00489668	00889668	Section(2)['.data']	5c	A	.?AV?$FactoryProduct@VThumbnailGenerator@@VInstance@RBX@@$1?sThumbnailGenerator@@3QBDB@RBX@@
21177	004896d0	008896d0	Section(2)['.data']	60	A	.?AV?$sp_counted_impl_pd@PAVLighting@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21178	0048973c	0088973c	Section(2)['.data']	11	A	.?AVGWindow@G3D@@
21179	00489758	00889758	Section(2)['.data']	0f	A	.?AVOSContext@@
21180	00489770	00889770	Section(2)['.data']	18	A	.?AVThumbnailGenerator@@
21181	00489798	00889798	Section(2)['.data']	60	A	.?AV?$DescribedCreatable@VThumbnailGenerator@@VInstance@RBX@@$1?sThumbnailGenerator@@3QBDB@RBX@@
21182	00489808	00889808	Section(2)['.data']	ac	A	.?AV?$Described@VThumbnailGenerator@@$1?sThumbnailGenerator@@3QBDBV?$FactoryProduct@VThumbnailGenerator@@VInstance@RBX@@$1?sThumbnailGenerator@@3QBDB@RBX@@@Reflection@RBX@@
21183	004898c0	008898c0	Section(2)['.data']	52	A	.?AVCreator@?$FactoryProduct@VLighting@RBX@@VInstance@2@$1?sLighting@2@3PADA@RBX@@
21184	0048991c	0088991c	Section(2)['.data']	35	A	.?AV?$FuncDesc@VThumbnailGenerator@@@Reflection@RBX@@
21185	00489960	00889960	Section(2)['.data']	8c	A	.?AV?$BoundFuncDesc@VThumbnailGenerator@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V23@HH_N@Z$03@Reflection@RBX@@
21186	00489a00	00889a00	Section(2)['.data']	37	A	.?AV?$Listener@VRunService@RBX@@VRunTransition@2@@RBX@@
21187	00489a40	00889a40	Section(2)['.data']	33	A	.?AV?$Listener@VRunService@RBX@@VHeartbeat@2@@RBX@@
21188	00489a7c	00889a7c	Section(2)['.data']	17	A	.?AVUserInputBase@RBX@@
21189	00489a9c	00889a9c	Section(2)['.data']	11	A	.?AVDxUserInput@@
21190	00489ab8	00889ab8	Section(2)['.data']	11	A	.?AVCWebToolbox@@
21191	00489ad4	00889ad4	Section(2)['.data']	13	A	.PAVCOleException@@
21192	00489af0	00889af0	Section(2)['.data']	0d	A	.PAVCObject@@
21193	00489b08	00889b08	Section(2)['.data']	26	A	.?AVTextXmlWriterWithEmbeddedContent@@
21194	00489b38	00889b38	Section(2)['.data']	28	A	.?AVLDraw2RobloxColorMap@LDraw2Lua@RBX@@
21195	00489b6c	00889b6c	Section(2)['.data']	27	A	.?AVLDraw2RobloxMapRoot@LDraw2Lua@RBX@@
21196	00489b9c	00889b9c	Section(2)['.data']	27	A	.?AVLDraw2RobloxPartMap@LDraw2Lua@RBX@@
21197	00489bcc	00889bcc	Section(2)['.data']	23	A	.?AVLuaObjectWriter@LDraw2Lua@RBX@@
21198	00489bf8	00889bf8	Section(2)['.data']	20	A	.?AVLDrawCommand@LDraw2Lua@RBX@@
21199	00489c24	00889c24	Section(2)['.data']	1f	A	.?AVLDrawParser@LDraw2Lua@RBX@@
21200	00489c4c	00889c4c	Section(2)['.data']	1d	A	.?AVLuaWriter@LDraw2Lua@RBX@@
21201	00489ca0	00889ca0	Section(2)['.data']	52	A	.?AV?$Table@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@_N@G3D@@
21202	00489cfc	00889cfc	Section(2)['.data']	2a	A	.?AV?$Table@PBVTextureFormat@G3D@@_N@G3D@@
21203	00489d30	00889d30	Section(2)['.data']	4e	A	.?AV?$Set@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@G3D@@
21204	00489da4	00889da4	Section(2)['.data']	20	A	.?AVReferenceCountedObject@G3D@@
21205	00489dd0	00889dd0	Section(2)['.data']	16	A	.?AVError@GImage@G3D@@
21206	00489df0	00889df0	Section(2)['.data']	11	A	.?AVTexture@G3D@@
21207	00489e10	00889e10	Section(2)['.data']	11	A	.?AVVARArea@G3D@@
21208	0048b170	0088b170	Section(2)['.data']	15	A	.?AV?$Table@H_N@G3D@@
21209	0048b190	0088b190	Section(2)['.data']	11	A	.?AV?$Set@H@G3D@@
21210	0048b1ac	0088b1ac	Section(2)['.data']	15	A	.?AVWin32Window@G3D@@
21211	0048b1f8	0088b1f8	Section(2)['.data']	2d	A	.?AV?$_String_val@DV?$allocator@D@std@@@std@@
21212	0048b230	0088b230	Section(2)['.data']	16	A	.?AV_String_base@std@@
21213	0048b250	0088b250	Section(2)['.data']	19	A	.?AU_Container_base@std@@
21214	0048b278	0088b278	Section(2)['.data']	13	A	.?AVMilestone@G3D@@
21215	0048b298	0088b298	Section(2)['.data']	2c	A	.?AVArgumentError@VertexAndPixelShader@G3D@@
21216	0048b2d0	0088b2d0	Section(2)['.data']	1e	A	.?AVVertexAndPixelShader@G3D@@
21217	0048b2fc	0088b2fc	Section(2)['.data']	06	A	Player
21218	0048b30c	0088b30c	Section(2)['.data']	1c	A	.?AVRefType@Reflection@RBX@@
21219	0048b334	0088b334	Section(2)['.data']	2a	A	.?AVRefPropertyDescriptor@Reflection@RBX@@
21220	0048b368	0088b368	Section(2)['.data']	1d	A	.?AVCharacterAppearance@RBX@@
21221	0048b390	0088b390	Section(2)['.data']	4f	A	.?AV?$FactoryProduct@VPlayer@Network@RBX@@VInstance@3@$1?sPlayer@23@3PADA@RBX@@
21222	0048b3e8	0088b3e8	Section(2)['.data']	10	A	.?AVIIDREF@RBX@@
21223	0048b408	0088b408	Section(2)['.data']	74	A	.?AV?$GetSetImpl@P8Player@Network@RBX@@BE_NXZP8123@AEX_N@Z@?$PropDescriptor@VPlayer@Network@RBX@@_N@Reflection@RBX@@
21224	0048b488	0088b488	Section(2)['.data']	4c	A	.?AVGetSet@?$TypedPropertyDescriptor@PAVModelInstance@RBX@@@Reflection@RBX@@
21225	0048b4e0	0088b4e0	Section(2)['.data']	47	A	.?AVGetSet@?$TypedPropertyDescriptor@VBrickColor@RBX@@@Reflection@RBX@@
21226	0048b530	0088b530	Section(2)['.data']	60	A	.?AV?$sp_counted_impl_pd@PAVBackpack@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21227	0048b5a0	0088b5a0	Section(2)['.data']	4d	A	.?AV?$BoundPropGetSet@VPlayer@Network@RBX@@@?$BoundProp@H$00@Reflection@RBX@@
21228	0048b5f8	0088b5f8	Section(2)['.data']	4e	A	.?AV?$BoundPropGetSet@VPlayer@Network@RBX@@@?$BoundProp@_N$00@Reflection@RBX@@
21229	0048b650	0088b650	Section(2)['.data']	17	A	.?AVModelInstance@RBX@@
21230	0048b670	0088b670	Section(2)['.data']	9a	A	.?AV?$GetSetImpl@P8Player@Network@RBX@@BEPAVModelInstance@3@XZP8123@AEXPAV43@@Z@?$PropDescriptor@VPlayer@Network@RBX@@PAVModelInstance@3@@Reflection@RBX@@
21231	0048b718	0088b718	Section(2)['.data']	f2	A	.?AV?$GetSetImpl@P8Player@Network@RBX@@BE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZP8123@AEXABV45@@Z@?$PropDescriptor@VPlayer@Network@RBX@@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Reflection@RBX@@
21232	0048b818	0088b818	Section(2)['.data']	90	A	.?AV?$GetSetImpl@P8Player@Network@RBX@@BE?AVBrickColor@3@XZP8123@AEXV43@@Z@?$PropDescriptor@VPlayer@Network@RBX@@VBrickColor@3@@Reflection@RBX@@
21233	0048b8b4	0088b8b4	Section(2)['.data']	12	A	.?AVBackpack@RBX@@
21234	0048b8d0	0088b8d0	Section(2)['.data']	3d	A	.?AV?$Notifier@VPlayer@Network@RBX@@UCharacterAdded@23@@RBX@@
21235	0048b918	0088b918	Section(2)['.data']	40	A	.?AV?$Notifier@VPlayer@Network@RBX@@UCharacterRemoving@23@@RBX@@
21236	0048b968	0088b968	Section(2)['.data']	8e	A	.?AV?$TSignalDesc@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VInstance@RBX@@@boost@@@Z@Reflection@RBX@@
21237	0048ba00	0088ba00	Section(2)['.data']	94	A	.?AV?$SignalDescImpl@$01$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VInstance@RBX@@@boost@@@Z@Reflection@RBX@@
21238	0048baa0	0088baa0	Section(2)['.data']	a9	A	.?AV?$holder@V?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VInstance@RBX@@@boost@@@ZV?$allocator@X@2@@boost@@@any@boost@@
21239	0048bb58	0088bb58	Section(2)['.data']	93	A	.?AV?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VInstance@RBX@@@boost@@@ZV?$allocator@X@2@@boost@@
21240	0048bbf8	0088bbf8	Section(2)['.data']	a7	A	.?AVGenericSlotAdapter@?$SignalDescImpl@$01$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VInstance@RBX@@@boost@@@Z@Reflection@RBX@@
21241	0048bca8	0088bca8	Section(2)['.data']	9e	A	.?AVTSignalInstance@?$TSignalDesc@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VInstance@RBX@@@boost@@@Z@Reflection@RBX@@
21242	0048bd50	0088bd50	Section(2)['.data']	0100	A	.?AV?$signal@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VInstance@RBX@@@boost@@@ZU?$last_value@X@4@HU?$less@H@2@V?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VInstance@R
21243	0048be51	0088be51	Section(2)['.data']	29	A	X@@@boost@@@ZV?$allocator@X@2@@4@@boost@@
21244	0048be88	0088be88	Section(2)['.data']	0100	A	.?AV?$signal2@XV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VInstance@RBX@@@boost@@U?$last_value@X@4@HU?$less@H@2@V?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VInstance@RBX@@@b
21245	0048bf89	0088bf89	Section(2)['.data']	23	A	ost@@@ZV?$allocator@X@2@@4@@boost@@
21246	0048bfb8	0088bfb8	Section(2)['.data']	58	A	.?AVCreator@?$FactoryProduct@VHopperBin@RBX@@VBackpackItem@2@$1?sHopperBin@2@3QBDB@RBX@@
21247	0048c020	0088c020	Section(2)['.data']	61	A	.?AV?$sp_counted_impl_pd@PAVHopperBin@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21248	0048c090	0088c090	Section(2)['.data']	64	A	.?AVCreator@?$FactoryProduct@VStarterPackService@RBX@@VHopper@2@$1?sStarterPackService@2@3QBDB@RBX@@
21249	0048c100	0088c100	Section(2)['.data']	6a	A	.?AV?$sp_counted_impl_pd@PAVStarterPackService@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21250	0048c178	0088c178	Section(2)['.data']	66	A	.?AVCreator@?$FactoryProduct@VLegacyHopperService@RBX@@VHopper@2@$1?sLegacyHopperService@2@3QBDB@RBX@@
21251	0048c1e8	0088c1e8	Section(2)['.data']	6b	A	.?AV?$sp_counted_impl_pd@PAVLegacyHopperService@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21252	0048c260	0088c260	Section(2)['.data']	50	A	.?AVCreator@?$FactoryProduct@VBackpack@RBX@@VHopper@2@$1?sBackpack@2@3QBDB@RBX@@
21253	0048c2c0	0088c2c0	Section(2)['.data']	65	A	.?AVCreator@?$FactoryProduct@VGameSettings@RBX@@VItem@GlobalSettings@2@$1?sGameSettings@2@3QBDB@RBX@@
21254	0048c330	0088c330	Section(2)['.data']	64	A	.?AV?$sp_counted_impl_pd@PAVGameSettings@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21255	0048c3a0	0088c3a0	Section(2)['.data']	60	A	.?AVCreator@?$FactoryProduct@VSpawnLocation@RBX@@VPartInstance@2@$1?sSpawnLocation@2@3PADA@RBX@@
21256	0048c410	0088c410	Section(2)['.data']	65	A	.?AV?$sp_counted_impl_pd@PAVSpawnLocation@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21257	0048c480	0088c480	Section(2)['.data']	5e	A	.?AVCreator@?$FactoryProduct@VSpawnerService@RBX@@VInstance@2@$1?sSpawnerService@2@3QBDB@RBX@@
21258	0048c4e8	0088c4e8	Section(2)['.data']	66	A	.?AV?$sp_counted_impl_pd@PAVSpawnerService@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21259	0048c558	0088c558	Section(2)['.data']	65	A	.?AVCreator@?$FactoryProduct@VShirtGraphic@RBX@@VCharacterAppearance@2@$1?sShirtGraphic@2@3QBDB@RBX@@
21260	0048c5c8	0088c5c8	Section(2)['.data']	64	A	.?AV?$sp_counted_impl_pd@PAVShirtGraphic@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21261	0048c638	0088c638	Section(2)['.data']	50	A	.?AVCreator@?$FactoryProduct@VShirt@RBX@@VShirtGraphic@2@$1?sShirt@2@3QBDB@RBX@@
21262	0048c698	0088c698	Section(2)['.data']	5d	A	.?AV?$sp_counted_impl_pd@PAVShirt@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21263	0048c700	0088c700	Section(2)['.data']	61	A	.?AVCreator@?$FactoryProduct@VBodyColors@RBX@@VCharacterAppearance@2@$1?sBodyColors@2@3QBDB@RBX@@
21264	0048c770	0088c770	Section(2)['.data']	62	A	.?AV?$sp_counted_impl_pd@PAVBodyColors@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21265	0048c7e0	0088c7e0	Section(2)['.data']	55	A	.?AVCreator@?$FactoryProduct@VSkin@RBX@@VCharacterAppearance@2@$1?sSkin@2@3QBDB@RBX@@
21266	0048c840	0088c840	Section(2)['.data']	5c	A	.?AV?$sp_counted_impl_pd@PAVSkin@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21267	0048c8a8	0088c8a8	Section(2)['.data']	52	A	.?AVCreator@?$FactoryProduct@VHumanoid@RBX@@VInstance@2@$1?sHumanoid@2@3PADA@RBX@@
21268	0048c908	0088c908	Section(2)['.data']	60	A	.?AV?$sp_counted_impl_pd@PAVHumanoid@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21269	0048c978	0088c978	Section(2)['.data']	4c	A	.?AVCreator@?$FactoryProduct@VTeams@RBX@@VInstance@2@$1?sTeams@2@3QBDB@RBX@@
21270	0048c9d0	0088c9d0	Section(2)['.data']	5d	A	.?AV?$sp_counted_impl_pd@PAVTeams@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21271	0048ca38	0088ca38	Section(2)['.data']	92	A	.?AV?$Described@VPlayer@Network@RBX@@$1?sPlayer@23@3PADAV?$FactoryProduct@VPlayer@Network@RBX@@VInstance@3@$1?sPlayer@23@3PADA@3@@Reflection@RBX@@
21272	0048cad4	0088cad4	Section(2)['.data']	35	A	.?AV?$FuncDesc@VPlayer@Network@RBX@@@Reflection@RBX@@
21273	0048cb18	0088cb18	Section(2)['.data']	4f	A	.?AV?$RefPropDescriptor@VPlayer@Network@RBX@@VModelInstance@3@@Reflection@RBX@@
21274	0048cb70	0088cb70	Section(2)['.data']	79	A	.?AV?$PropDescriptor@VPlayer@Network@RBX@@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Reflection@RBX@@
21275	0048cbf8	0088cbf8	Section(2)['.data']	49	A	.?AV?$PropDescriptor@VPlayer@Network@RBX@@VBrickColor@3@@Reflection@RBX@@
21276	0048cc50	0088cc50	Section(2)['.data']	3d	A	.?AV?$PropDescriptor@VPlayer@Network@RBX@@_N@Reflection@RBX@@
21277	0048cc98	0088cc98	Section(2)['.data']	53	A	.?AV?$DescribedCreatable@VPlayer@Network@RBX@@VInstance@3@$1?sPlayer@23@3PADA@RBX@@
21278	0048ccf8	0088ccf8	Section(2)['.data']	a2	A	.?AV?$SignalDesc@VPlayer@Network@RBX@@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VInstance@RBX@@@boost@@@Z@Reflection@RBX@@
21279	0048cda8	0088cda8	Section(2)['.data']	46	A	.?AV?$BoundFuncDesc@VPlayer@Network@RBX@@$$A6AXXZ$0A@@Reflection@RBX@@
21280	0048cdf8	0088cdf8	Section(2)['.data']	18	A	.?AVPlayer@Network@RBX@@
