Number	Offset	Address		Size	Type	String
20882	004844c0	008844c0	Section(2)['.data']	5e	A	.?AV?$FactoryProduct@VClasses@Metadata@Reflection@RBX@@VInstance@4@$1?sClasses@234@3PADA@RBX@@
20883	00484528	00884528	Section(2)['.data']	73	A	.?AV?$sp_counted_impl_pd@PAVClasses@Metadata@Reflection@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@4@@detail@boost@@
20884	004845a8	008845a8	Section(2)['.data']	60	A	.?AVCreator@?$FactoryProduct@VClass@Metadata@Reflection@RBX@@VItem@234@$1?sClass@234@3PADA@RBX@@
20885	00484618	00884618	Section(2)['.data']	51	A	.?AV?$NonFactoryProduct@VInstance@RBX@@$1?sItem@Metadata@Reflection@2@3PADA@RBX@@
20886	00484678	00884678	Section(2)['.data']	71	A	.?AV?$sp_counted_impl_pd@PAVClass@Metadata@Reflection@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@4@@detail@boost@@
20887	004846f8	008846f8	Section(2)['.data']	58	A	.?AV?$FactoryProduct@VClass@Metadata@Reflection@RBX@@VItem@234@$1?sClass@234@3PADA@RBX@@
20888	0048475c	0088475c	Section(2)['.data']	22	A	.?AVItem@Metadata@Reflection@RBX@@
20889	00484788	00884788	Section(2)['.data']	5f	A	.?AV?$DescribedNonCreatable@VItem@Metadata@Reflection@RBX@@VInstance@4@$1?sItem@234@3PADA@RBX@@
20890	004847f0	008847f0	Section(2)['.data']	9d	A	.?AV?$Described@VItem@Metadata@Reflection@RBX@@$1?sItem@234@3PADAV?$NonFactoryProduct@VInstance@RBX@@$1?sItem@Metadata@Reflection@2@3PADA@4@@Reflection@RBX@@
20891	00484898	00884898	Section(2)['.data']	6d	A	.?AVCreator@?$FactoryProduct@VProperties@Metadata@Reflection@RBX@@VMembers@234@$1?sProperties@234@3PADA@RBX@@
20892	00484910	00884910	Section(2)['.data']	25	A	.?AVMembers@Metadata@Reflection@RBX@@
20893	00484940	00884940	Section(2)['.data']	76	A	.?AV?$sp_counted_impl_pd@PAVProperties@Metadata@Reflection@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@4@@detail@boost@@
20894	004849c0	008849c0	Section(2)['.data']	65	A	.?AV?$FactoryProduct@VProperties@Metadata@Reflection@RBX@@VMembers@234@$1?sProperties@234@3PADA@RBX@@
20895	00484a30	00884a30	Section(2)['.data']	6b	A	.?AVCreator@?$FactoryProduct@VFunctions@Metadata@Reflection@RBX@@VMembers@234@$1?sFunctions@234@3PADA@RBX@@
20896	00484aa8	00884aa8	Section(2)['.data']	75	A	.?AV?$sp_counted_impl_pd@PAVFunctions@Metadata@Reflection@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@4@@detail@boost@@
20897	00484b28	00884b28	Section(2)['.data']	63	A	.?AV?$FactoryProduct@VFunctions@Metadata@Reflection@RBX@@VMembers@234@$1?sFunctions@234@3PADA@RBX@@
20898	00484b98	00884b98	Section(2)['.data']	65	A	.?AVCreator@?$FactoryProduct@VEvents@Metadata@Reflection@RBX@@VMembers@234@$1?sEvents@234@3PADA@RBX@@
20899	00484c08	00884c08	Section(2)['.data']	72	A	.?AV?$sp_counted_impl_pd@PAVEvents@Metadata@Reflection@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@4@@detail@boost@@
20900	00484c88	00884c88	Section(2)['.data']	5d	A	.?AV?$FactoryProduct@VEvents@Metadata@Reflection@RBX@@VMembers@234@$1?sEvents@234@3PADA@RBX@@
20901	00484cf0	00884cf0	Section(2)['.data']	62	A	.?AVCreator@?$FactoryProduct@VMember@Metadata@Reflection@RBX@@VItem@234@$1?sMember@234@3PADA@RBX@@
20902	00484d60	00884d60	Section(2)['.data']	72	A	.?AV?$sp_counted_impl_pd@PAVMember@Metadata@Reflection@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@4@@detail@boost@@
20903	00484de0	00884de0	Section(2)['.data']	5a	A	.?AV?$FactoryProduct@VMember@Metadata@Reflection@RBX@@VItem@234@$1?sMember@234@3PADA@RBX@@
20904	00484e48	00884e48	Section(2)['.data']	b0	A	.?AV?$Described@VClasses@Metadata@Reflection@RBX@@$1?sClasses@234@3PADAV?$FactoryProduct@VClasses@Metadata@Reflection@RBX@@VInstance@4@$1?sClasses@234@3PADA@4@@Reflection@RBX@@
20905	00484f08	00884f08	Section(2)['.data']	bd	A	.?AV?$Described@VProperties@Metadata@Reflection@RBX@@$1?sProperties@234@3PADAV?$FactoryProduct@VProperties@Metadata@Reflection@RBX@@VMembers@234@$1?sProperties@234@3PADA@4@@Reflection@RBX@@
20906	00484fd0	00884fd0	Section(2)['.data']	b9	A	.?AV?$Described@VFunctions@Metadata@Reflection@RBX@@$1?sFunctions@234@3PADAV?$FactoryProduct@VFunctions@Metadata@Reflection@RBX@@VMembers@234@$1?sFunctions@234@3PADA@4@@Reflection@RBX@@
20907	00485098	00885098	Section(2)['.data']	ad	A	.?AV?$Described@VEvents@Metadata@Reflection@RBX@@$1?sEvents@234@3PADAV?$FactoryProduct@VEvents@Metadata@Reflection@RBX@@VMembers@234@$1?sEvents@234@3PADA@4@@Reflection@RBX@@
20908	00485150	00885150	Section(2)['.data']	62	A	.?AV?$DescribedCreatable@VClasses@Metadata@Reflection@RBX@@VInstance@4@$1?sClasses@234@3PADA@RBX@@
20909	004851c0	008851c0	Section(2)['.data']	69	A	.?AV?$DescribedCreatable@VProperties@Metadata@Reflection@RBX@@VMembers@234@$1?sProperties@234@3PADA@RBX@@
20910	00485238	00885238	Section(2)['.data']	67	A	.?AV?$DescribedCreatable@VFunctions@Metadata@Reflection@RBX@@VMembers@234@$1?sFunctions@234@3PADA@RBX@@
20911	004852a8	008852a8	Section(2)['.data']	61	A	.?AV?$DescribedCreatable@VEvents@Metadata@Reflection@RBX@@VMembers@234@$1?sEvents@234@3PADA@RBX@@
20912	00485314	00885314	Section(2)['.data']	25	A	.?AVClasses@Metadata@Reflection@RBX@@
20913	00485344	00885344	Section(2)['.data']	28	A	.?AVProperties@Metadata@Reflection@RBX@@
20914	00485378	00885378	Section(2)['.data']	27	A	.?AVFunctions@Metadata@Reflection@RBX@@
20915	004853a8	008853a8	Section(2)['.data']	24	A	.?AVEvents@Metadata@Reflection@RBX@@
20916	004853d8	008853d8	Section(2)['.data']	a6	A	.?AV?$Described@VClass@Metadata@Reflection@RBX@@$1?sClass@234@3PADAV?$FactoryProduct@VClass@Metadata@Reflection@RBX@@VItem@234@$1?sClass@234@3PADA@4@@Reflection@RBX@@
20917	00485488	00885488	Section(2)['.data']	aa	A	.?AV?$Described@VMember@Metadata@Reflection@RBX@@$1?sMember@234@3PADAV?$FactoryProduct@VMember@Metadata@Reflection@RBX@@VItem@234@$1?sMember@234@3PADA@4@@Reflection@RBX@@
20918	00485540	00885540	Section(2)['.data']	5c	A	.?AV?$DescribedCreatable@VClass@Metadata@Reflection@RBX@@VItem@234@$1?sClass@234@3PADA@RBX@@
20919	004855a8	008855a8	Section(2)['.data']	5e	A	.?AV?$DescribedCreatable@VMember@Metadata@Reflection@RBX@@VItem@234@$1?sMember@234@3PADA@RBX@@
20920	00485610	00885610	Section(2)['.data']	24	A	.?AVMember@Metadata@Reflection@RBX@@
20921	00485660	00885660	Section(2)['.data']	13	A	.?AVCrashReporter@@
20922	0048567c	0088567c	Section(2)['.data']	10	A	.?AVLogManager@@
20923	00485698	00885698	Section(2)['.data']	16	A	.?AVILogProvider@RBX@@
20924	004856b8	008856b8	Section(2)['.data']	13	A	.?AVCOleException@@
20925	004856d4	008856d4	Section(2)['.data']	10	A	.?AVCException@@
20926	004856f0	008856f0	Section(2)['.data']	19	A	.?AVRobloxCrashReporter@@
20927	00485714	00885714	Section(2)['.data']	16	A	.?AVThreadLogManager@@
20928	00485734	00885734	Section(2)['.data']	14	A	.?AVMainLogManager@@
20929	00485758	00885758	Section(2)['.data']	49	A	.?AV?$sp_counted_impl_p@VPropBinding@Binder@CLuaHtmlView@@@detail@boost@@
20930	004857b0	008857b0	Section(2)['.data']	3d	A	.?AV?$sp_counted_impl_p@VBinder@CLuaHtmlView@@@detail@boost@@
20931	004857f8	008857f8	Section(2)['.data']	13	A	.?AVDataModel@RBX@@
20932	00485814	00885814	Section(2)['.data']	12	A	.?AVEventHandler@@
20933	00485830	00885830	Section(2)['.data']	2c	A	.?AV?$CComObjectNoLock@VCLuaFunction@@@ATL@@
20934	00485868	00885868	Section(2)['.data']	84	A	.?AV?$bind_t@_NV?$mf0@_NVBinder@CLuaHtmlView@@@_mfi@boost@@V?$list1@V?$value@PAVBinder@CLuaHtmlView@@@_bi@boost@@@_bi@3@@_bi@boost@@
20935	004858f8	008858f8	Section(2)['.data']	0100	A	.?AV?$bind_t@XP6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@ABVPropertyDescriptor@Reflection@RBX@@PAVBinder@CLuaHtmlView@@@ZV?$list3@V?$arg@$00@boost@@V?$reference_wrapper@$$CBVPropertyDescriptor@Reflection@RBX@@@2@V?$value@PAVBinder@CL
20936	004859f9	008859f9	Section(2)['.data']	2a	A	aHtmlView@@@_bi@2@@_bi@boost@@@_bi@boost@@
20937	00485a30	00885a30	Section(2)['.data']	96	A	.?AV?$bind_t@XV?$mf0@XVBinder@CLuaHtmlView@@@_mfi@boost@@V?$list1@V?$value@V?$shared_ptr@VBinder@CLuaHtmlView@@@boost@@@_bi@boost@@@_bi@3@@_bi@boost@@
20938	00485ad0	00885ad0	Section(2)['.data']	19	A	.?AVBinder@CLuaHtmlView@@
20939	00485af8	00885af8	Section(2)['.data']	3c	A	.?AV?$enable_shared_from_this@VBinder@CLuaHtmlView@@@boost@@
20940	00485b40	00885b40	Section(2)['.data']	08	A	.P6A_NXZ
20941	00485b54	00885b54	Section(2)['.data']	1a	A	.?AV?$holder@M@any@boost@@
20942	00485b78	00885b78	Section(2)['.data']	1b	A	.?AV?$holder@_N@any@boost@@
20943	00485c28	00885c28	Section(2)['.data']	37	A	.?AV?$Listener@VFillToolColor@RBX@@VBrickColor@2@@RBX@@
20944	00485c68	00885c68	Section(2)['.data']	16	A	.?AVMyXTPCommandBars@@
20945	00485c88	00885c88	Section(2)['.data']	15	A	.?AVCXTPCommandBars@@
20946	00485ca8	00885ca8	Section(2)['.data']	12	A	.?AVCWrapperView@@
20947	00485cc4	00885cc4	Section(2)['.data']	18	A	.?AVCSelectionPropGrid@@
20948	00485ce8	00885ce8	Section(2)['.data']	0f	A	.?AVCPropGrid@@
20949	00485d00	00885d00	Section(2)['.data']	16	A	.?AVCXTPPropertyGrid@@
20950	00485d20	00885d20	Section(2)['.data']	2f	A	.?AV?$CXTPCommandBarsSiteBase@VCMDIFrameWnd@@@@
20951	00485d58	00885d58	Section(2)['.data']	12	A	.?AVCMDIFrameWnd@@
20952	00485d74	00885d74	Section(2)['.data']	28	A	.?AV?$CXTPFrameWndBase@VCMDIFrameWnd@@@@
20953	00485da8	00885da8	Section(2)['.data']	18	A	.?AVCDataModelPropGrid@@
20954	00485dcc	00885dcc	Section(2)['.data']	10	A	.?AVCMainFrame@@
20955	00485de8	00885de8	Section(2)['.data']	15	A	.?AVCXTPMDIFrameWnd@@
20956	00485e08	00885e08	Section(2)['.data']	18	A	.?AVCMarshalWindow@RBX@@
20957	00485e30	00885e30	Section(2)['.data']	5b	A	.?AV?$CWindowImpl@VCMarshalWindow@RBX@@VCWindow@ATL@@V?$CWinTraits@$0FGAAAAAA@$0A@@4@@ATL@@
20958	00485f00	00885f00	Section(2)['.data']	16	A	.?AVCMultiPlayerPane@@
20959	00485f20	00885f20	Section(2)['.data']	2c	A	.?AV?$CXTPCommandBarsSiteBase@VCFrameWnd@@@@
20960	00485f58	00885f58	Section(2)['.data']	25	A	.?AV?$CXTPFrameWndBase@VCFrameWnd@@@@
20961	00485f88	00885f88	Section(2)['.data']	16	A	.?AVCBrowserFrameWnd@@
20962	00485fa8	00885fa8	Section(2)['.data']	12	A	.?AVCXTPFrameWnd@@
20963	00485fc4	00885fc4	Section(2)['.data']	19	A	.?AVCReflectionTreeView@@
20964	00485fe8	00885fe8	Section(2)['.data']	11	A	.?AVCXTTreeView@@
20965	00486004	00886004	Section(2)['.data']	15	A	.?AVCXTTreeViewBase@@
20966	00486024	00886024	Section(2)['.data']	0f	A	.?AVCTreeView@@
20967	0048603c	0088603c	Section(2)['.data']	14	A	.?AVCClassTreeView@@
20968	0048605c	0088605c	Section(2)['.data']	14	A	.?AVCObjectBrowser@@
20969	0048607c	0088607c	Section(2)['.data']	24	A	.?AVClassDescriptor@Reflection@RBX@@
20970	004860ac	008860ac	Section(2)['.data']	27	A	.?AVPropertyDescriptor@Reflection@RBX@@
20971	004860dc	008860dc	Section(2)['.data']	23	A	.?AVEnumDescriptor@Reflection@RBX@@
20972	00486108	00886108	Section(2)['.data']	28	A	.?AVItem@EnumDescriptor@Reflection@RBX@@
20973	0048613c	0088613c	Section(2)['.data']	15	A	.?AVCMemberTreeView@@
20974	0048615c	0088615c	Section(2)['.data']	16	A	.?AVCDeclarationView@@
20975	00486180	00886180	Section(2)['.data']	3d	A	.?AV?$Listener@VStandardOut@RBX@@UStandardOutMessage@2@@RBX@@
20976	004861c8	008861c8	Section(2)['.data']	4e	A	.?AV?$MarshaledListener@VStandardOut@RBX@@UStandardOutMessage@2@V12@U32@@RBX@@
20977	00486220	00886220	Section(2)['.data']	58	A	.?AVEventData@?$MarshaledListener@VStandardOut@RBX@@UStandardOutMessage@2@V12@U32@@RBX@@
20978	00486284	00886284	Section(2)['.data']	11	A	.?AVCOutputView@@
20979	004862a0	008862a0	Section(2)['.data']	19	A	.?AVCStandardOutputView@@
20980	004862c4	008862c4	Section(2)['.data']	21	A	.?AVCPropertyGridItemBrickColor@@
20981	004862f0	008862f0	Section(2)['.data']	1f	A	.?AVCXTPPropertyGridItemColor@@
20982	00486318	00886318	Section(2)['.data']	1a	A	.?AVCXTPPropertyGridItem@@
20983	0048633c	0088633c	Section(2)['.data']	14	A	.?AVCXTPAccessible@@
20984	0048635c	0088635c	Section(2)['.data']	14	A	.?AVItem@CPropGrid@@
20985	00486380	00886380	Section(2)['.data']	59	A	.?AV?$XItem@_NVCXTPPropertyGridItemBool@@V?$TypedPropertyDescriptor@_N@Reflection@RBX@@@@
20986	004863e4	008863e4	Section(2)['.data']	1e	A	.?AVCXTPPropertyGridItemBool@@
20987	00486410	00886410	Section(2)['.data']	53	A	.?AV?$XItem@MVCXTPPropertyGridItem@@V?$TypedPropertyDescriptor@M@Reflection@RBX@@@@
20988	00486470	00886470	Section(2)['.data']	53	A	.?AV?$XItem@HVCXTPPropertyGridItem@@V?$TypedPropertyDescriptor@H@Reflection@RBX@@@@
20989	004864d0	008864d0	Section(2)['.data']	70	A	.?AV?$XItem@VColor3@G3D@@VCXTPPropertyGridItemColor@@V?$TypedPropertyDescriptor@VColor3@G3D@@@Reflection@RBX@@@@
20990	00486550	00886550	Section(2)['.data']	77	A	.?AV?$XItem@VBrickColor@RBX@@VCPropertyGridItemBrickColor@@V?$TypedPropertyDescriptor@VBrickColor@RBX@@@Reflection@2@@@
20991	004865d0	008865d0	Section(2)['.data']	87	A	.?AV?$XItem@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@VCXTPPropertyGridItem@@VPropertyDescriptor@Reflection@RBX@@@@
20992	00486660	00886660	Section(2)['.data']	6d	A	.?AV?$XItem@VVector3@G3D@@VCXTPPropertyGridItem@@V?$TypedPropertyDescriptor@VVector3@G3D@@@Reflection@RBX@@@@
20993	004866d8	008866d8	Section(2)['.data']	52	A	.?AV?$XItem@HVCXTPPropertyGridItemEnum@@VEnumPropertyDescriptor@Reflection@RBX@@@@
20994	00486734	00886734	Section(2)['.data']	1e	A	.?AVCXTPPropertyGridItemEnum@@
20995	00486760	00886760	Section(2)['.data']	6a	A	.?AV?$XItem@VSoundId@RBX@@VCXTPPropertyGridItem@@V?$TypedPropertyDescriptor@VSoundId@RBX@@@Reflection@2@@@
20996	004867d8	008867d8	Section(2)['.data']	6e	A	.?AV?$XItem@VTextureId@RBX@@VCXTPPropertyGridItem@@V?$TypedPropertyDescriptor@VTextureId@RBX@@@Reflection@2@@@
20997	00486850	00886850	Section(2)['.data']	5a	A	.?AVCreator@?$FactoryProduct@VSoundService@RBX@@VInstance@2@$1?sSoundService@2@3PADA@RBX@@
20998	004868b8	008868b8	Section(2)['.data']	64	A	.?AV?$sp_counted_impl_pd@PAVSoundService@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
20999	00486928	00886928	Section(2)['.data']	4c	A	.?AVCreator@?$FactoryProduct@VSound@RBX@@VInstance@2@$1?sSound@2@3PADA@RBX@@
21000	00486980	00886980	Section(2)['.data']	5d	A	.?AV?$sp_counted_impl_pd@PAVSound@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@2@@detail@boost@@
21001	004869e8	008869e8	Section(2)['.data']	0f	A	.?AVXBoolItem@@
21002	00486a00	00886a00	Section(2)['.data']	15	A	.?AVXBrickColorItem@@
21003	00486a20	00886a20	Section(2)['.data']	11	A	.?AVVector3Item@@
21004	00486a3c	00886a3c	Section(2)['.data']	1a	A	.?AVVector3ComponentItem@@
21005	00486a60	00886a60	Section(2)['.data']	10	A	.?AVScriptItem@@
21006	00486a7c	00886a7c	Section(2)['.data']	0e	A	.?AVEnumItem@@
21007	00486a94	00886a94	Section(2)['.data']	22	A	.?AV?$ContentItem@VSoundId@RBX@@@@
21008	00486ac0	00886ac0	Section(2)['.data']	24	A	.?AV?$ContentItem@VTextureId@RBX@@@@
21009	00486af0	00886af0	Section(2)['.data']	0f	A	.?AVSoundItem@@
21010	00486b08	00886b08	Section(2)['.data']	11	A	.?AVTextureItem@@
21011	00486b28	00886b28	Section(2)['.data']	3d	A	.?AV?$TypedPropertyDescriptor@VSoundId@RBX@@@Reflection@RBX@@
21012	00486b70	00886b70	Section(2)['.data']	3f	A	.?AV?$TypedPropertyDescriptor@VTextureId@RBX@@@Reflection@RBX@@
21013	00486bb8	00886bb8	Section(2)['.data']	2b	A	.?AVEnumPropertyDescriptor@Reflection@RBX@@
21014	00486bf0	00886bf0	Section(2)['.data']	3d	A	.?AV?$TypedPropertyDescriptor@VVector3@G3D@@@Reflection@RBX@@
21015	00486c38	00886c38	Section(2)['.data']	40	A	.?AV?$TypedPropertyDescriptor@VBrickColor@RBX@@@Reflection@RBX@@
21016	00486c88	00886c88	Section(2)['.data']	3c	A	.?AV?$TypedPropertyDescriptor@VColor3@G3D@@@Reflection@RBX@@
21017	00486cd0	00886cd0	Section(2)['.data']	30	A	.?AV?$TypedPropertyDescriptor@H@Reflection@RBX@@
21018	00486d0c	00886d0c	Section(2)['.data']	30	A	.?AV?$TypedPropertyDescriptor@M@Reflection@RBX@@
21019	00486d48	00886d48	Section(2)['.data']	31	A	.?AV?$TypedPropertyDescriptor@_N@Reflection@RBX@@
21020	00486d8c	00886d8c	Section(2)['.data']	0e	A	.?AVRBXImage@@
21021	00486d9c	00886d9c	Section(2)['.data']	12	A	ReflectionMetadata
21022	00486db0	00886db0	Section(2)['.data']	19	A	ReflectionMetadataClasses
21023	00486dcc	00886dcc	Section(2)['.data']	16	A	ReflectionMetadataItem
21024	00486de4	00886de4	Section(2)['.data']	17	A	ReflectionMetadataClass
21025	00486dfc	00886dfc	Section(2)['.data']	1c	A	ReflectionMetadataProperties
21026	00486e1c	00886e1c	Section(2)['.data']	1b	A	ReflectionMetadataFunctions
21027	00486e38	00886e38	Section(2)['.data']	18	A	ReflectionMetadataEvents
21028	00486e54	00886e54	Section(2)['.data']	18	A	ReflectionMetadataMember
21029	00486e78	00886e78	Section(2)['.data']	1a	A	.?AVIReferenceBinder@RBX@@
21030	00486ea0	00886ea0	Section(2)['.data']	5a	A	.?AV?$FactoryProduct@VReflection@Metadata@1RBX@@VInstance@3@$1?sReflection@213@3PADA@RBX@@
21031	00486f08	00886f08	Section(2)['.data']	38	A	.?AVGetSet@?$TypedPropertyDescriptor@_N@Reflection@RBX@@
21032	00486f50	00886f50	Section(2)['.data']	74	A	.?AVGetSet@?$TypedPropertyDescriptor@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Reflection@RBX@@
21033	00486fd0	00886fd0	Section(2)['.data']	37	A	.?AVGetSet@?$TypedPropertyDescriptor@H@Reflection@RBX@@
21034	00487010	00887010	Section(2)['.data']	58	A	.?AV?$BoundPropGetSet@VItem@Metadata@Reflection@RBX@@@?$BoundProp@_N$00@Reflection@RBX@@
21035	00487078	00887078	Section(2)['.data']	94	A	.?AV?$BoundPropGetSet@VItem@Metadata@Reflection@RBX@@@?$BoundProp@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$00@Reflection@RBX@@
21036	00487118	00887118	Section(2)['.data']	58	A	.?AV?$BoundPropGetSet@VClass@Metadata@Reflection@RBX@@@?$BoundProp@H$00@Reflection@RBX@@
21037	00487180	00887180	Section(2)['.data']	6d	A	.?AV?$TypedPropertyDescriptor@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Reflection@RBX@@
21038	004871f8	008871f8	Section(2)['.data']	15	A	.?AVMergeBinder@RBX@@
21039	00487218	00887218	Section(2)['.data']	a8	A	.?AV?$Described@VReflection@Metadata@1RBX@@$1?sReflection@213@3PADAV?$FactoryProduct@VReflection@Metadata@1RBX@@VInstance@3@$1?sReflection@213@3PADA@3@@Reflection@RBX@@
21040	004872cc	008872cc	Section(2)['.data']	26	A	.?AV?$BoundProp@_N$00@Reflection@RBX@@
21041	00487300	00887300	Section(2)['.data']	62	A	.?AV?$BoundProp@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$00@Reflection@RBX@@
21042	0048736c	0088736c	Section(2)['.data']	25	A	.?AV?$BoundProp@H$00@Reflection@RBX@@
21043	004873a0	008873a0	Section(2)['.data']	5e	A	.?AV?$DescribedCreatable@VReflection@Metadata@1RBX@@VInstance@3@$1?sReflection@213@3PADA@RBX@@
21044	00487408	00887408	Section(2)['.data']	1e	A	.?AVReflection@Metadata@0RBX@@
21045	0048743c	0088743c	Section(2)['.data']	31	A	.?AV?$NonFactoryProduct@VInstance@RBX@@$0A@@RBX@@
21046	00487478	00887478	Section(2)['.data']	49	A	.?AVGetSet@?$TypedPropertyDescriptor@VVector2int16@G3D@@@Reflection@RBX@@
21047	004874d0	008874d0	Section(2)['.data']	37	A	.?AVGetSet@?$TypedPropertyDescriptor@M@Reflection@RBX@@
21048	00487510	00887510	Section(2)['.data']	53	A	.?AVGetSet@?$TypedPropertyDescriptor@W4AASamples@CRenderSettings@@@Reflection@RBX@@
21049	0048756c	0088756c	Section(2)['.data']	1d	A	.?AVItem@GlobalSettings@RBX@@
21050	00487598	00887598	Section(2)['.data']	4b	A	.?AV?$BoundPropGetSet@VCRenderSettings@@@?$BoundProp@_N$00@Reflection@RBX@@
21051	004875f0	008875f0	Section(2)['.data']	87	A	.?AV?$BoundPropGetSet@VCRenderSettings@@@?$BoundProp@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$00@Reflection@RBX@@
21052	00487680	00887680	Section(2)['.data']	92	A	.?AV?$GetSetImpl@P8CRenderSettings@@BE?AVVector2int16@G3D@@XZP81@AEXV23@@Z@?$PropDescriptor@VCRenderSettings@@VVector2int16@G3D@@@Reflection@RBX@@
21053	00487720	00887720	Section(2)['.data']	69	A	.?AV?$GetSetImpl@P8CRenderSettings@@BEMXZP81@AEXM@Z@?$PropDescriptor@VCRenderSettings@@M@Reflection@RBX@@
21054	00487798	00887798	Section(2)['.data']	69	A	.?AV?$GetSetImpl@P8CRenderSettings@@BEHXZP81@AEXH@Z@?$PropDescriptor@VCRenderSettings@@M@Reflection@RBX@@
21055	00487810	00887810	Section(2)['.data']	89	A	.?AV?$GetSetImpl@P8CRenderSettings@@BE?AW4AASamples@1@XZP81@AEXW421@@Z@?$PropDescriptor@VCRenderSettings@@W4AASamples@1@@Reflection@RBX@@
21056	004878a8	008878a8	Section(2)['.data']	60	A	.?AV?$FactoryProduct@VCRenderSettings@@VItem@GlobalSettings@RBX@@$1?sRenderSettings@@3QBDB@RBX@@
21057	00487918	00887918	Section(2)['.data']	42	A	.?AV?$TypedPropertyDescriptor@VVector2int16@G3D@@@Reflection@RBX@@
21058	00487968	00887968	Section(2)['.data']	4a	A	.?AV?$GlobalSettingsItem@VCRenderSettings@@$1?sRenderSettings@@3QBDB@RBX@@
21059	004879c0	008879c0	Section(2)['.data']	64	A	.?AV?$DescribedCreatable@VCRenderSettings@@VItem@GlobalSettings@RBX@@$1?sRenderSettings@@3QBDB@RBX@@
21060	00487a30	00887a30	Section(2)['.data']	a9	A	.?AV?$Described@VCRenderSettings@@$1?sRenderSettings@@3QBDBV?$FactoryProduct@VCRenderSettings@@VItem@GlobalSettings@RBX@@$1?sRenderSettings@@3QBDB@RBX@@@Reflection@RBX@@
21061	00487ae8	00887ae8	Section(2)['.data']	3d	A	.?AV?$EnumDesc@W4AASamples@CRenderSettings@@@Reflection@RBX@@
21062	00487b30	00887b30	Section(2)['.data']	19	A	.?AVType@Reflection@RBX@@
21063	00487b54	00887b54	Section(2)['.data']	20	A	.?AW4AASamples@CRenderSettings@@
21064	00487b80	00887b80	Section(2)['.data']	4b	A	.?AV?$PropDescriptor@VCRenderSettings@@VVector2int16@G3D@@@Reflection@RBX@@
21065	00487bd8	00887bd8	Section(2)['.data']	39	A	.?AV?$PropDescriptor@VCRenderSettings@@M@Reflection@RBX@@
21066	00487c20	00887c20	Section(2)['.data']	4a	A	.?AV?$EnumPropDescriptor@VCRenderSettings@@W4AASamples@1@@Reflection@RBX@@
21067	00487c74	00887c74	Section(2)['.data']	15	A	.?AVCRenderSettings@@
21068	00487c98	00887c98	Section(2)['.data']	10	A	.?AVCRobloxApp@@
21069	00487cb4	00887cb4	Section(2)['.data']	0d	A	.?AVCWinApp@@
21070	00487ccc	00887ccc	Section(2)['.data']	10	A	.?AVCWinThread@@
21071	00487ce8	00887ce8	Section(2)['.data']	18	A	.?AVCBrowserDocManager@@
21072	00487d0c	00887d0c	Section(2)['.data']	11	A	.?AVCDocManager@@
21073	00487d28	00887d28	Section(2)['.data']	15	A	.?AVCRbxDocTemplate@@
21074	00487d48	00887d48	Section(2)['.data']	17	A	.?AVCMultiDocTemplate@@
21075	00487d68	00887d68	Section(2)['.data']	12	A	.?AVCDocTemplate@@
21076	00487d84	00887d84	Section(2)['.data']	19	A	.?AVCRbxPlayDocTemplate@@
21077	00487da8	00887da8	Section(2)['.data']	14	A	.?AVCIDEDocManager@@
21078	00487dc8	00887dc8	Section(2)['.data']	12	A	.?AVWinException@@
21079	00487de4	00887de4	Section(2)['.data']	17	A	.?AVCAtlMfcModule@ATL@@
21080	00487e04	00887e04	Section(2)['.data']	2c	A	.?AV?$CAtlModuleT@VCAtlMfcModule@ATL@@@ATL@@
21081	00487e3c	00887e3c	Section(2)['.data']	14	A	.?AVCAtlModule@ATL@@
21082	00487e5c	00887e5c	Section(2)['.data']	17	A	.?AU_ATL_MODULE70@ATL@@
21083	00487e7c	00887e7c	Section(2)['.data']	12	A	.PAVWinException@@
21084	00487e98	00887e98	Section(2)['.data']	17	A	.PAVruntime_error@std@@
21085	00487eb8	00887eb8	Section(2)['.data']	13	A	.PAVexception@std@@
21086	00487ee4	00887ee4	Section(2)['.data']	13	A	.?AVCRobloxModule@@
21087	00487f00	00887f00	Section(2)['.data']	1c	A	.?AVCRobloxCommandLineInfo@@
21088	00487f28	00887f28	Section(2)['.data']	16	A	.?AVCCommandLineInfo@@
